person_label_id,person_id,english_label,hebrew_label,hebrew_label_transliterated,hebrew_label_meaning,hebrew_strongs_number,greek_label,greek_label_transliterated,greek_label_meaning,greek_strongs_number,label_reference_id,label_type,label-given_by_god,label_notes,person_label_count,label_sequence
Jorkeam_1_1,Jorkeam_1,Jorkeam,יָרְקֳעָם,yarəqaam,,H3421,[none],,,,1CH 2:44,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,1328
Shammai_2_1,Shammai_2,Shammai,שַׁמָּֽי,samay,Yahweh has heard,H8060,Σαμαι,Samai,,none,1CH 2:44,proper name,,,1,1329
Maon_1_1,Maon_1,Maon,מָעוֹן,maon,dwelling,H4584,Μαων,Maōn,,none,1CH 2:45,proper name,,,1,1330
Bethzur_1_1,Bethzur_1,Bethzur,בֵּית־צוּר,beit-tsur,cliff house,H1049,Βαιθσουρ,Baithsour,,none,1CH 2:45,proper name,,,1,1331
Ephah_2_1,Ephah_2,Ephah,עֵיפָה,eyfah,darkness,H5891,Γαιφα,Gaipha,,none,1CH 2:46,proper name,,,1,1332
Haran_2_1,Haran_2,Haran,חָרָן,charan,mountaineer perhaps sanctuary,H2771,Αρραν,Arran,,none,1CH 2:46,proper name,,,1,1333
Moza_1_1,Moza_1,Moza,מוֹצָא,motsa,sunrise,H4162,Μωσα,Mōsa,,none,1CH 2:46,proper name,,,1,1334
Gazez_1_1,Gazez_1,Gazez,גָּזֵז,gazez,[poss.] sheep shearer; [poss.] one born at the time of shearing,H1495,Γεζουε,Gezoue,,none,1CH 2:46,proper name,,,1,1335
Gazez_2_1,Gazez_2,Gazez,גָּזֵז,gazez,[poss.] sheep shearer; [poss.] one born at the time of shearing,H1495,Γεζουε,Gezoue,,none,1CH 2:46,proper name,,,1,1336
Jahdai_1_1,Jahdai_1,Jahdai,יָהְדָּ֑י,yahəday,Yahweh lead,H3056,Ιαδαι,Iadai,,none,1CH 2:47,proper name,,,1,1337
Regem_1_1,Regem_1,Regem,רֶגֶם,regem,friend,H7276,Ραγεμ,Ragem,,none,1CH 2:47,proper name,,,1,1338
Jotham_3_1,Jotham_3,Jotham,יוֹתָם,yotam,Yahweh will complete,H3147,Ιωαθαμ,Iōatham,,G2488,1CH 2:47,proper name,,,1,1339
Geshan_1_1,Geshan_1,Geshan,גֵּישָׁן,geyshan,,H1529,Γηρσωμ,Gērsōm,,none,1CH 2:47,proper name,,,1,1340
Pelet_1_1,Pelet_1,Pelet,פֶּלֶט,pelet,rescue,H6404,Φαλετ,PHalet,,none,1CH 2:47,proper name,,,1,1341
Ephah_3_1,Ephah_3,Ephah,עֵיפָה,eyfah,darkness,H5891,Γαιφα,Gaipha,,none,1CH 2:47,proper name,,,1,1342
Shaaph_1_1,Shaaph_1,Shaaph,שַׁעַף,shaaf,,H8174,Σαγαφ,Sagaph,,none,1CH 2:47,proper name,,,1,1343
Maacah_4_1,Maacah_4,Maacah,מַעֲכָה,maakah,"[perhaps] dull, stupid",H4601,Μωχα,Mōxa,,none,1CH 2:48,proper name,,,1,1344
Sheber_1_1,Sheber_1,Sheber,שֶׁבֶר,sheber,[poss.] lion; [poss.] breaking or [crushing or roughly broken grain],H7669,Σαβερ,Saber,,none,1CH 2:48,proper name,,,1,1345
Tirhanah_1_1,Tirhanah_1,Tirhanah,תִּרְחֲנָה,tirəchanah,,H8647,Θαρχνα,Tharxna,,none,1CH 2:48,proper name,,,1,1346
Shaaph_2_1,Shaaph_2,Shaaph,שַׁעַף,shaaf,,H8174,Σαγαφ,Sagaph,,none,1CH 2:49,proper name,,,1,1347
Madmannah_1_1,Madmannah_1,Madmannah,מַדְמַנָּה,madəmanah,dung place,H4089,Μαρμηνα,Marmēna,,none,1CH 2:49,proper name,,,1,1348
Sheva_2_1,Sheva_2,Sheva,שְׁוָא,sheva,"vanity, emptiness; one who will emulate",H7724,Σαου,Saou,,none,1CH 2:49,proper name,,,1,1349
Machbena_1_1,Machbena_1,Machbena,מַכְבֵּנָה,makhəbenah,bond,H4343,Μαχαβηνα,Maxabēna,,none,1CH 2:49,proper name,,,1,1350
Gibea_1_1,Gibea_1,Gibea,גִּבְעָא,givəa,"mound, hill",H1388,Γαιβαα,Gaibaa,,none,1CH 2:49,proper name,,,1,1351
Achsah_2_1,Achsah_2,Achsah,עַכְסָה,achəsah,decorative anklet,H5915,Ασχα,Asxa,,none,1CH 2:49,proper name,,,1,1352
Shobal_2_1,Shobal_2,Shobal,שׁוֹבָל,shoval,basket,H7732,Σωβαλ,Sōbal,,none,1CH 2:50,proper name,,,1,1353
Salma_1_1,Salma_1,Salma,שַׂלְמָא,saləma,little spark,H8007,Σαλωμων,Salōmōn,,none,1CH 2:51,proper name,,,1,1354
Hareph_1_1,Hareph_1,Hareph,חָרֵף,charef,autumn or sharp; scornful,H2780,Αριμ,Arim,,none,1CH 2:51,proper name,,,1,1355
Haroeh_1_1,Haroeh_1,Haroeh,הָרֹאֶ֖ה,haroeh,the seer,H7203,Αραα,Araa,,none,1CH 2:52,proper name,,,1,1356
Chileab_1_2,Chileab_1,Daniel,דָּנִיֵּאל,daniyel,G-d [El] is my judge,H1840,Δανιηλ,Daniēl,,G1158,1CH 3:1,proper name,,,2,1357
Shammua_2_2,Shammua_2,Shimea,שִׁמְעָא,shiməa,he has heard or obedient one,H8092,Σαμαα,Samaa,,none,1CH 3:5,proper name,,,2,1358
Bathsheba_1_2,Bathsheba_1,Bath-shua,בַּת־שׁוּעַ,bat-shua,daughter of Shua,H1340,Βηρσαβεε,Bērsabee,,none,1CH 3:5,proper name,,,2,1359
Eliam_1_2,Eliam_1,Ammiel,עַמִּיאֵל,amiyel,G-d [El] is my kinsman,H5988,Αμιηλ,Amiēl,,none,1CH 3:5,proper name,,,2,1360
Elishua_1_2,Elishua_1,Elishama,אֱלִישָׁמָע,eliyshama,G-d [El] has heard,H476,Ελισαμα,Elisama,,none,1CH 3:6,proper name,,,2,1361
Eliphelet_3_1,Eliphelet_3,Eliphelet,אֱלִיפֶלֶט,eliyfelet,G-d [El] is [my] deliverance,H467,Ελιφαλετ,Eliphalet,,none,1CH 3:6,proper name,,,1,1362
Nogah_1_1,Nogah_1,Nogah,נֹגַהּ,nogah,"joy, splendor",H5052,Ναγε,Nage,,none,1CH 3:7,proper name,,,1,1363
Abijam_1_2,Abijam_1,Abijah,אֲבִיָּה,abiyah,[my] father is Yahweh,H29,Αβια,Abia,,G7,1CH 3:10,proper name,,,2,1364
Jehoahaz_2_2,Jehoahaz_2,Johanan,יוֹחָנָן,yochanan,Yahweh is gracious,H3110,Ιωαναν,Iōanan,,G2490a,1CH 3:15,proper name,,,2,1365
Shallum_4_1,Shallum_4,Shallum,שַׁלּוּם,shalum,"peace, well-being, prosperity",H7967,Σαλουμ,Saloum,,none,1CH 3:15,proper name,,,1,1366
Jehoiachin_1_3,Jehoiachin_1,Jeconiah,יְכָנְיָה,yəkanəyah,Yahweh supports,H3204,Ιεχονιας,Iexonias,,G2423,1CH 3:16,proper name,,,3,1367
Zedekiah_2_1,Zedekiah_2,Zedekiah,צִדְקִיָּה,tsidəqyah,Yahweh is [my] righteousness,H6667,Σεδεκιας,Sedekias,,none,1CH 3:16,proper name,,,1,1368
Shealtiel_1_1,Shealtiel_1,Shealtiel,שְׁאַלְתִּיאֵל,shəalətiyel,"I have asked [him] of G-d [El]; [poss.] G-d [El] is a shield, G-d [El] is a victor",H7597,Σαλαθιηλ,Salathiēl,,G4528,1CH 3:17,proper name,,,1,1369
Malchiram_1_1,Malchiram_1,Malchiram,מַלְכִּירָם,maləkiyram,[my] king is exalted,H4443,Μελχιραμ,Melxiram,,none,1CH 3:18,proper name,,,1,1370
Pedaiah_2_1,Pedaiah_2,Pedaiah,פְּדָיָה,pədayah,Yahweh ransoms,H6305,Φαδαιας,PHadaias,,none,1CH 3:18,proper name,,,1,1371
Shenazzar_1_1,Shenazzar_1,Shenazzar,שֶׁנְאַצַּר,shenəatser,may Sin protect,H8137,Σανεσαρ,Sanesar,,none,1CH 3:18,proper name,,,1,1372
Jekamiah_2_1,Jekamiah_2,Jekamiah,יְקַמְיָה,yəqanəyah,Yahweh will establish,H3359,Ιεκεμια,Iekemia,,none,1CH 3:18,proper name,,,1,1373
Hoshama_1_1,Hoshama_1,Hoshama,הוֹשָׁמָע,hoshama,Yahweh has heard,H1953,Ωσαμω,Ōsamō,,none,1CH 3:18,proper name,,,1,1374
Nedabiah_1_1,Nedabiah_1,Nedabiah,נְדַבְיָה,nədavəyah,Yahweh volunteers,H5072,Δενεθι,Denethi,,none,1CH 3:18,proper name,,,1,1375
Zerubbabel_1_1,Zerubbabel_1,Zerubbabel,זְרֻבָּבֶל,zərubabel,"offspring [seed] of Babylon; scion i.e., one grafted into the [plant of] Babylon",H2216,Ζοροβαβελ,Zorobabel,,G2216,1CH 3:19,proper name,,,1,1376
Shimei_4_1,Shimei_4,Shimei,שִׁמְעִי,shiməiy,Yahweh has heard' or 'famous',H8096,Σεμεϊ,Semeï,,none,1CH 3:19,proper name,,,1,1377
Meshullam_2_1,Meshullam_2,Meshullam,מְשֻׁלָּם,məshulam,restitution,H4918,Μοσολλαμος,Mosollamos,,none,1CH 3:19,proper name,,,1,1378
Hananiah_1_1,Hananiah_1,Hananiah,חֲנַנְיָה,chananəyah,Yahweh is gracious,H2608,Ανανια,Anania,,none,1CH 3:19,proper name,,,1,1379
Shelomith_2_1,Shelomith_2,Shelomith,שְׁלֹמִית,shlomiyt,at peace,H8019,Σαλωμιθ,Salōmith,,none,1CH 3:19,proper name,,,1,1380
Hashubah_1_1,Hashubah_1,Hashubah,חֲשֻׁבָה,chashubah,consideration,H2807,Ασουβε,Asoube,,none,1CH 3:20,proper name,,,1,1381
Ohel_1_1,Ohel_1,Ohel,אֹהֶל,ohel,tent,H169,Οολ,Ool,,none,1CH 3:20,proper name,,,1,1382
Berechiah_1_1,Berechiah_1,Berechiah,בֶּרֶכְיָה,berekhəyah,Yahweh blesses,H1296,Βαραχια,Baraxia,,none,1CH 3:20,proper name,,,1,1383
Hasadiah_1_1,Hasadiah_1,Hasadiah,חֲסַדְיָה,chasadəyah,Yahweh is faithful,H2619,Ασαδια,Asadia,,none,1CH 3:20,proper name,,,1,1384
Jushab-hesed_1_1,Jushab-hesed_1,Jushab-hesed,יוּשַׁב חֶסֶד,yusav chesed,loyal love will be returned,H3142,Ασοβαεσδ,Asobaesd,,none,1CH 3:20,proper name,,,1,1385
Pelatiah_1_1,Pelatiah_1,Pelatiah,פְּלַטְיָה,pəlatəyah,Yahweh rescues,H6410,Φαλλετια,PHalletia,,none,1CH 3:21,proper name,,,1,1386
Jeshaiah_1_1,Jeshaiah_1,Jeshaiah,יְשַׁעְיָה,yəshaəyah,Yahweh will save,H3470,Ισαια,Isaia,,none,1CH 3:21,proper name,,,1,1387
Rephaiah_1_1,Rephaiah_1,Rephaiah,רְפָיָה,rəfayah,Yahweh heals,H7509,Ραφαια,Raphaia,,none,1CH 3:21,proper name,,,1,1388
Arnan_1_1,Arnan_1,Arnan,אַרְנָן,arənan,,H770,Ορνα,Orna,,none,1CH 3:21,proper name,,,1,1389
Obadiah_2_1,Obadiah_2,Obadiah,עֹבַדְיָה,obadəyah,servant [worshiper] of Yahweh,H5662,Αβδια,Abdia,,none,1CH 3:21,proper name,,,1,1390
Shecaniah_1_1,Shecaniah_1,Shecaniah,שְׁכַנְיָה,shəkhanəyah,Yahweh has taken up his abode,H7935,Σεχενια,Sexenia,,none,1CH 3:21,proper name,,,1,1391
Shemaiah_2_1,Shemaiah_2,Shemaiah,שְׁמַעְיָה,shəmaəyah,Yahweh hears,H8098,Σαμαια,Samaia,,none,1CH 3:22,proper name,,,1,1392
Hattush_1_1,Hattush_1,Hattush,חַטּוּשׁ,chatush,,H2407,Χαττους,Xattous,,none,1CH 3:22,proper name,,,1,1393
Igal_3_1,Igal_3,Igal,יִגְאָל,yigəal,he redeems,H3008,Ιωηλ,Iōēl,,none,1CH 3:22,proper name,,,1,1394
Bariah_1_1,Bariah_1,Bariah,בָּרִיחַ,baryach,"[poss.] board, bar; fugitive; descendant",H1282,Μαρι,Mari,,none,1CH 3:22,proper name,,,1,1395
Neariah_1_1,Neariah_1,Neariah,נְעַרְיָה,nəarəyah,[young] man of Yahweh,H5294,Νωαδια,Nōadia,,none,1CH 3:22,proper name,,,1,1396
Shaphat_3_1,Shaphat_3,Shaphat,שָׁפָט,shafat,he judges,H8202,Σαφαθ,Saphath,,none,1CH 3:22,proper name,,,1,1397
Elioenai_1_1,Elioenai_1,Elioenai,אֶלְיוֹעֵינַי,eləyoeynay,my eyes [look] to Yahweh,H454,Ελιθεναν,Elithenan,,none,1CH 3:23,proper name,,,1,1398
Hizkiah_1_1,Hizkiah_1,Hizkiah,חִזְקִיָּה,chizəqəyah,Yahweh is [my] strength,H2396,Εζεκια,Ezekia,,none,1CH 3:23,proper name,,,1,1399
Azrikam_1_1,Azrikam_1,Azrikam,עַזְרִיקָם,azəriyqam,[my] help arises,H5840,Εζρικαμ,Ezrikam,,none,1CH 3:23,proper name,,,1,1400
Hodaviah_1_1,Hodaviah_1,Hodaviah,הֹדַיוָהוּ,hodayvahu,give thanks to Yahweh,H1939,Οδουια,Odouia,,none,1CH 3:24,proper name,,,1,1401
Eliashib_1_1,Eliashib_1,Eliashib,אֶלְיָשִׁיב,eləyashiyv,G-d [El] restores,H475,Ελιασιβ,Eliasib,,none,1CH 3:24,proper name,,,1,1402
Pelaiah_1_1,Pelaiah_1,Pelaiah,פְּלָיָה,pəlayah,Yahweh is spectacular,H6411,Φαλαια,PHalaia,,none,1CH 3:24,proper name,,,1,1403
Akkub_1_1,Akkub_1,Akkub,עַקּוּב,aquv,guard,H6126,Ακουν,Akoun,,none,1CH 3:24,proper name,,,1,1404
Johanan_2_1,Johanan_2,Johanan,יוֹחָנָן,yochanan,Yahweh is gracious,H3110,Ιωαναν,Iōanan,,G2490,1CH 3:24,proper name,,,1,1405
Delaiah_1_1,Delaiah_1,Delaiah,דְּלָיָה,dəlayah,Yahweh draws up [like water in a bucket],H1806,Δαλαια,Dalaia,,none,1CH 3:24,proper name,,,1,1406
Anani_1_1,Anani_1,Anani,עֲנָנִי,ananiy,Yahweh is a covering,H6054,Ανανι,Anani,,none,1CH 3:24,proper name,,,1,1407
Reaiah_1_1,Reaiah_1,Reaiah,רְאָיָה,rəayah,Yahweh has seen,H7211,Ραια,Raia,,none,1CH 4:2,proper name,,,1,1408
Jahath_1_1,Jahath_1,Jahath,יַחַת,yachat,snatch up,H3189,Ιεθ,Ieth,,none,1CH 4:2,proper name,,,1,1409
Ahumai_1_1,Ahumai_1,Ahumai,אֲחוּמַי,achumay,,H267,Αχιμι,Aximi,,none,1CH 4:2,proper name,,,1,1410
Lahad_1_1,Lahad_1,Lahad,לָהַד,lahad,"[perhaps] slow, indolent",H3855,Λααδ,Laad,,none,1CH 4:2,proper name,,,1,1411
Etam_1_1,Etam_1,Etam,עֵיטָם,eytam,[perhaps] birds of prey,H5862,Αιταμ,Aitam,,none,1CH 4:3,proper name,,,1,1412
Jezreel_1_1,Jezreel_1,Jezreel,יִזְרְעֶאל,yizərəel,G-d [El] will sow,H3157,Ιεζραηλ,Iezraēl,,none,1CH 4:3,proper name,,,1,1413
Ishma_1_1,Ishma_1,Ishma,יִשְׁמָא,yishəma,desolate; G-d [El] he heard,H3457,Ραγμα,Ragma,,none,1CH 4:3,proper name,,scribal error?,1,1414
Idbash_1_1,Idbash_1,Idbash,יִדְבָּשׁ,yidəbash,honey,H3031,Ιαβας,Iabas,,none,1CH 4:3,proper name,,,1,1415
Hazzelelponi_1_1,Hazzelelponi_1,Hazzelelponi,הַצְּלֶלְפּוֹנִי,hatsəleləponiy,[poss] the one who shades [darkens] my face,H6753,Εσηλεββων,Esēlebbōn,,none,1CH 4:3,proper name,,,1,1416
Penuel_1_1,Penuel_1,Penuel,פְּנוּאֵל,pənuel,face of G-d [El],H6439,Φανουηλ,PHanouēl,,none,1CH 4:4,proper name,,,1,1417
Gedor_1_1,Gedor_1,Gedor,גְדֹ֔ר,gədor,wall [of stones],H1443,Γεδωρ,Gedōr,,none,1CH 4:4,proper name,,,1,1418
Ezer_2_1,Ezer_2,Ezer,עֵזֶר,ezer,help,H5829,Αζηρ,Azēr,,none,1CH 4:4,proper name,,,1,1419
Hushah_1_1,Hushah_1,Hushah,חוּשָׁה,chushah,[perhaps] haste,H2364,Ωσαν,Ōsan,,none,1CH 4:4,proper name,,,1,1420
Helah_1_1,Helah_1,Helah,חֶלְאָה,cheləah,necklace; rust,H2458,Θοαδα,Thoada,,none,1CH 4:5,proper name,,Helah and Naarah appear in reverse order in Rahlfs' Septuaginta,1,1421
Naarah_1_1,Naarah_1,Naarah,נַעֲרָה,naarah,[young] woman,H5292,Αωδα,Aōda,,none,1CH 4:5,proper name,,,1,1422
Ahuzzam_1_1,Ahuzzam_1,Ahuzzam,אֲחֻזָּם,achuzam,possessor,H275,Ωχαζαμ,Ōxazam,,none,1CH 4:6,proper name,,,1,1423
Hepher_2_1,Hepher_2,Hepher,חֵפֶר,chefer,[perhaps] help,H2660,Ηφαδ,Ēphad,,none,1CH 4:6,proper name,,,1,1424
Temeni_1_1,Temeni_1,Temeni,תֵּימְנִי,teyməniy,"one from the right [not left], hence southerner",H8488,Θαιμαν,Thaiman,,none,1CH 4:6,proper name,,,1,1425
Haahashtari_1_1,Haahashtari_1,Haahashtari,אֲחַשְׁתָּרִי,achashətariy,,H326,Ασθηραν,Asthēran,,none,1CH 4:6,proper name,,,1,1426
Zereth_1_1,Zereth_1,Zereth,צֶרֶת,tseret,splendor,H6889,Σαρεθ,Sareth,,none,1CH 4:7,proper name,,,1,1427
Izhar_2_1,Izhar_2,Izhar,יִצְחָר,yitsəchar,,H3328,Σααρ,Saar,,none,1CH 4:7,proper name,,,1,1428
Ethnan_1_1,Ethnan_1,Ethnan,אֶתְנָן,etənan,hire [of a prostitute?],H868,Εθναν,Ethnan,,none,1CH 4:7,proper name,,,1,1429
Koz_1_1,Koz_1,Koz,קוֹץ,qots,thorn,H6976,Κως,Kōs,,G2972,1CH 4:8,proper name,,,1,1430
Anub_1_1,Anub_1,Anub,עָנוּב,anub,fruitful,H6036,Ενωβ,Enōb,,none,1CH 4:8,proper name,,,1,1431
Zobebah_1_1,Zobebah_1,Zobebah,צֹבֵבָה,tsovevah,,H6637,Σαβηβα,Sabēba,,none,1CH 4:8,proper name,,,1,1432
Aharhel_1_1,Aharhel_1,Aharhel,אֲחַרְחֵל,acharəchel,brother of Rachel,H316,Ρηχαβ,Rēxab,,none,1CH 4:8,proper name,,,1,1433
Harum_1_1,Harum_1,Harum,הָרוּם,harum,consecrated,H2037,Ιαριμ,Iarim,,none,1CH 4:8,proper name,,,1,1434
Jabez_1_1,Jabez_1,Jabez,יַעְבֵּץ,yəbets,to grieve,H3258,Ιγαβης,Igabēs,,none,1CH 4:9,proper name,,,1,1435
Chelub_1_1,Chelub_1,Chelub,כְּלוּב,kəluv,basket,H3620,Χαλεβ,Xaleb,,none,1CH 4:11,proper name,,,1,1436
Shuhah_1_1,Shuhah_1,Shuhah,שׁוּחָה,shuchah,"pit, depression",H7746,Ασχα,Asxa,,none,1CH 4:11,proper name,,,1,1437
Mehir_1_1,Mehir_1,Mehir,מְחִיר,məchir,hired hand,H4243,Μαχιρ,Maxir,,none,1CH 4:11,proper name,,,1,1438
Eshton_1_1,Eshton_1,Eshton,אֶשְׁתּוֹן,eshəton,[poss.] hen-pecked [husband] or effeminate,H850,Ασσαθων,Assathōn,,none,1CH 4:11,proper name,,,1,1439
Beth-rapha_1_1,Beth-rapha_1,Beth-rapha,בֵּית רָפָא ,beit rafa,house of Rapha [healing],H1051,Βαθρεφαν,Bathrephan,,none,1CH 4:12,proper name,,"Rahlfs' Septuaginta translates the Hebrew ""house of healing"" as a name so it is treated as such here.",1,1440
Paseah_1_1,Paseah_1,Paseah,פָּסֵחַ,paseach,hobbling one,H6454,Φεσσηε,PHessēe,,none,1CH 4:12,proper name,,,1,1441
Tehinnah_1_1,Tehinnah_1,Tehinnah,תְּחִנָּה,təchinah,supplication for favor,H8468,Θανα,Thana,,none,1CH 4:12,proper name,,,1,1442
Seraiah_4_1,Seraiah_4,Seraiah,שְׂרָיָה,səraiyah,Yahweh persists; Yahweh is prince; Yahweh contends,H8304,Σαραια,Saraia,,none,1CH 4:13,proper name,,,1,1443
Hathath_1_1,Hathath_1,Hathath,חֲתַת,chatat,[poss.] terror; [poss.] weakness,H2867,Αθαθ,Athath,,none,1CH 4:13,proper name,,,1,1444
Meonothai_1_1,Meonothai_1,Meonothai,מְעוֹנֹתַי,məonotay,my dwellings,H4587,Μαναθι,Manathi,,none,1CH 4:13,proper name,,"“Meonothai” is read here by some MSS of the LXX, along with the Vulgate. The name apparently was dropped from the Hebrew text by haplography. Note that the name appears at the beginning of the next verse as well. (NET Bible notes on 1CH 4:13)",1,1445
Ophrah_1_1,Ophrah_1,Ophrah,עָפְרָה,afərah,young gazelle,H6084,Γοφερα,Gophera,,none,1CH 4:14,proper name,,,1,1446
Joab_2_1,Joab_2,Joab,יוֹאָב,yoav,Yahweh is father,H3097,Ιωαβ,Iōab,,none,1CH 4:14,proper name,,,1,1447
Iru_1_1,Iru_1,Iru,עִירוּ,iyru,,H5900,Ηρα,Ēra,,none,1CH 4:15,proper name,,,1,1448
Elah_4_1,Elah_4,Elah,אֵלָה,elah,species of mighty tree,H425,Αλα,Ala,,none,1CH 4:15,proper name,,,1,1449
Naam_1_1,Naam_1,Naam,נַעַם,naam,pleasant,H5277,Νοομ,Noom,,none,1CH 4:15,proper name,,,1,1450
Kenaz_3_1,Kenaz_3,Kenaz,קְנַז,qənaz,hunting,H7073,Κενεζ,Kenez,,none,1CH 4:15,proper name,,,1,1451
Jehallelel_1_1,Jehallelel_1,Jehallelel,יְהַלֶּלְאֵל,yəhaleləel,he shall praise G-d [El]; G-d [El] shines forth,H3094,Γεσεηλ,Geseēl,,none,1CH 4:16,proper name,,,1,1452
Ziph_2_1,Ziph_2,Ziph,זִיף,ziyf,,H2128,Αμηαχι,Amēaxi,,none,1CH 4:16,proper name,,,1,1453
Ziphah_1_1,Ziphah_1,Ziphah,זִיפָה,ziyfah,,H2129,Ζαφα,Zapha,,none,1CH 4:16,proper name,,,1,1454
Tiria_1_1,Tiria_1,Tiria,תִּירְיָא,tiyrəya,,H8493,Ζαιρα,Zaira,,none,1CH 4:16,proper name,,,1,1455
Asarel_1_1,Asarel_1,Asarel,אֲשַׂרְאֵל,asarəel,,H840,Εσεραηλ,Eseraēl,,none,1CH 4:16,proper name,,,1,1456
Ezrah_1_1,Ezrah_1,Ezrah,עֶזְרָה,ezərah,"help, aid, support; helper, ally",H5834,Εσρι,Esri,,none,1CH 4:17,proper name,,,1,1457
Jether_3_1,Jether_3,Jether,יֶתֶר,yeter,,H3500,Ιεθερ,Iether,,none,1CH 4:17,proper name,,,1,1458
Mered_1_1,Mered_1,Mered,מֶרֶד,mered,rebel,H4778,Μωραδ,Mōrad,,none,1CH 4:17,proper name,,,1,1459
Epher_2_1,Epher_2,Epher,עֵפֶר,efer,[small] gazelle,H6081,Αφερ,Apher,,none,1CH 4:17,proper name,,,1,1460
Jalon_1_1,Jalon_1,Jalon,יָלוֹן,yalon,,H3210,Ιαλων,Ialōn,,none,1CH 4:17,proper name,,,1,1461
Bithia_1_1,Bithia_1,Bithia,בִּתְיָה,bitəyah,[poss.] worshiper of Yahweh or queen,H1332,Γελια,Gelia,,none,1CH 4:17,proper name,,"""Bithia, daughter of Pharaoh"" text is at the end of v18 (NASB notes)",1,1462
Pharaoh_6_1,Pharaoh_6,Pharaoh,פַּרְעֹ֛ה,parəoh,,H6547,Φαραω,PHarao,,G5328,1CH 4:17,title,,,1,1463
Miriam_2_1,Miriam_2,Miriam,מִרְיָם,mirəyam,variously] bitterness; plump one; wished-for child; one who loves or is loved,H4813,Μαρων,Marōn,,none,1CH 4:17,proper name,,,1,1464
Shammai_3_1,Shammai_3,Shammai,שַׁמַּי,shamay,Yahweh has heard,H8060,Σεμαι,Semai,,none,1CH 4:17,proper name,,,1,1465
Ishbah_1_1,Ishbah_1,Ishbah,יִשְׁבָּח,yishəbach,"he boasts, congratulates",H3431,Μαρεθ,Mareth,,none,1CH 4:17,proper name,,,1,1466
Eshtemoa_1_1,Eshtemoa_1,Eshtemoa,אֶשְׁתְּמֹעַ,eshətəmoa,[place where oracle is] heard,H851,Εσθεμων,Esthemōn,,none,1CH 4:17,proper name,,,1,1467
Jered_1_1,Jered_1,Jered,יֶרֶד,yered,rose; servant,H3382,Ιαρεδ,Iared,,G2391,1CH 4:18,proper name,,,1,1468
Gedor_2_1,Gedor_2,Gedor,גְדוֹר,gədor,,H1445,Γεδωρ,Gedōr,,none,1CH 4:18,proper name,,,1,1469
Heber_3_1,Heber_3,Heber,חֶבֶר,Chever,associate,H2268,Αβερ,Aber,,none,1CH 4:18,proper name,,,1,1470
Soco_1_1,Soco_1,Soco,שׂוֹכֹה,sokhoh,,H7755,Σωχων,Sōxōn,,none,1CH 4:18,proper name,,,1,1471
Jekuthiel_1_1,Jekuthiel_1,Jekuthiel,יְקוּתִיאֵל,yəqutiyel,G-d [El] will nourish,H3354,Ιεκθιηλ,Iekthiēl,,none,1CH 4:18,proper name,,,1,1472
Zanoah_1_1,Zanoah_1,Zanoah,זָנוֹחַ,zanoach,rejected,H2182,Ζανω,Zanō,,none,1CH 4:18,proper name,,,1,1473
Hodiah_1_1,Hodiah_1,Hodiah,הוֹדִיָּה,hodiyah,grandeur is Yahweh,H1941,Ιδουιας,Idouias,,none,1CH 4:19,proper name,,"KJV has Hodiah as female (the wife), most others have Hodiah as masculine referencing הוֹדִיָּה as a masculine noun.  The Rahlfs' Greek has Ιδουιας (feminine).",1,1474
Naham_1_1,Naham_1,Naham,נַחַם,nacham,"repent, console",H5163,Ναχεμ,Naxem,,none,1CH 4:19,proper name,,,1,1475
Keilah_1_1,Keilah_1,Keilah,קְעִילָה,qəiylah,,H7084,Κεϊλα,Keïla,,none,1CH 4:19,proper name,,,1,1476
Eshtemoa_2_1,Eshtemoa_2,Eshtemoa,אֶשְׁתְּמֹעַ,eshətəmoa,[place where oracle is] heard,H851,Εσθεμωη,Esthemōē,,none,1CH 4:19,proper name,,,1,1477
Shimon_1_1,Shimon_1,Shimon,שִׁימוֹן,shiymon,,H7889,Σεμιων,Semiōn,,none,1CH 4:20,proper name,,,1,1478
Amnon_2_1,Amnon_2,Amnon,אַמְנוֹן,amənon,trustworthy,H550,Αμνων,Amnōn,,none,1CH 4:20,proper name,,,1,1479
Rinnah_1_1,Rinnah_1,Rinnah,רִנָּה,rinah,ringing cry [of joy] to Yahweh,H7441,Ρανα,Rana,,none,1CH 4:20,proper name,,,1,1480
Benhanan_1_1,Benhanan_1,Benhanan, בֶּן-חָנָן,ben-chanan,son of grace,H1135,υἱὸς Αναν,hyiòs Anan,,none,1CH 4:20,proper name,,"Rahlfs Septuaginta translates Benhanan literally as ""son of Hanan""",1,1481
Tilon_1_1,Tilon_1,Tilon,תִּילוֹן,tiylon,,H8436,Θιλων,Thilōn,,none,1CH 4:20,proper name,,,1,1482
Ishi_2_1,Ishi_2,Ishi,יִשְׁעִי,yishəiy,G-d has saved,H3469,Ισεϊ,Iseï,,none,1CH 4:20,proper name,,,1,1483
Zoheth_1_1,Zoheth_1,Zoheth,זוֹחֵת,zochet,proud,H2105,Ζωαθ,Zōath,,none,1CH 4:20,proper name,,,1,1484
